trace_file,game_number,child_id,generation,parent_id,parent_rank,sampled_op,arm,prompt_sha256,prompt_chars,llm_parse_failed,proposed_word,proposed_words,proposed_word_invalid,realized_rank,predicted_closeness,predicted_closeness_clamped,predicted_bucket,self_report_parse_failed,basis_words_count,reason_chars
ea_llm_self_adaptive_api_1335_run1_20260803_153531.json,1335,b5e430591caf4ce09b9424a89168af59,2,a39f9bb1e4c24552b10262efdf6738e1,146,ml_mutation,genuine,5feab5f2931a40f5637b7bdd89cec40fbc91600e3a14d9242e5ab0014340ea4c,3655,False,paint,paint;brush;canvas,False,2503,0.6,False,top500,False,1,128
ea_llm_self_adaptive_api_1335_run1_20260803_153531.json,1335,b5e430591caf4ce09b9424a89168af59,2,a39f9bb1e4c24552b10262efdf6738e1,146,ml_mutation,wrong,22d7e27e7be6cedf235a69a5fe573b9ff57c3b517f04a6f08a2aad80ed06da89,3608,False,wood,wood;graphite;metal,False,2716,0.3,False,top500,False,1,166
ea_llm_self_adaptive_api_1335_run1_20260803_153531.json,1335,b5e430591caf4ce09b9424a89168af59,2,a39f9bb1e4c24552b10262efdf6738e1,146,ml_mutation,filler,b2cf6a5d76ba1ae13052975c69ac8de1b6c29bf40d04eb4727dbf491ceaa83a2,3646,False,crayon,crayon;paint;brush,False,521,0.4,False,top500,False,1,125
ea_llm_self_adaptive_api_1335_run1_20260803_153531.json,1335,b5e430591caf4ce09b9424a89168af59,2,a39f9bb1e4c24552b10262efdf6738e1,146,ml_mutation,absent,6895e7b0856a85b3dc57dac94f58c5f54c4e5a483e98fdff64a77a059b09a267,3381,False,microphone,microphone;mouse;speaker,False,662,0.4,False,top500,False,1,179
ea_llm_self_adaptive_api_1335_run2_20260803_175422.json,1335,126b0cb3f3a04df6805e3ad35825e275,2,3bc15640b62d466d839331f658ec74cd,124,m_mutation,genuine,0bbdcab998db8d27a6b8123379880fd5a2efbd236bd68e19e770d3557b928e2e,3599,False,aid,aid;implement;means,False,419,0.4,False,top500,False,1,166
ea_llm_self_adaptive_api_1335_run2_20260803_175422.json,1335,126b0cb3f3a04df6805e3ad35825e275,2,3bc15640b62d466d839331f658ec74cd,124,m_mutation,wrong,f82728db0be630bd74bdc83e7016c94328434cb73d15abbe0a8bd247c9726eca,3580,False,instrument,instrument;implement;aid,False,56,0.6,False,top500,False,1,100
ea_llm_self_adaptive_api_1335_run2_20260803_175422.json,1335,126b0cb3f3a04df6805e3ad35825e275,2,3bc15640b62d466d839331f658ec74cd,124,m_mutation,filler,672ff0db56ff70f293f77cd01b27efe7e72c0e02a2b7b3fe18ff6d8b1265c790,3609,False,means,means;method;utility,False,797,0.5,False,top500,False,1,147
ea_llm_self_adaptive_api_1335_run2_20260803_175422.json,1335,126b0cb3f3a04df6805e3ad35825e275,2,3bc15640b62d466d839331f658ec74cd,124,m_mutation,absent,f01a3a33190476e8f8b8e6a9ce476c88e1ae901bdf4a8cbb79d871859d346899,3344,False,means,means;instrument;method,False,797,0.6,False,top500,False,1,160
ea_llm_self_adaptive_api_1335_run2_20260803_175422.json,1335,ed9b1f644daf437294c2edf13395d052,3,3bc15640b62d466d839331f658ec74cd,124,ml_mutation,genuine,dada284ba0bef51e4f3ecdf20c9b1cee5f37db49dee1c8494e8c6f2a2278df8d,4128,False,grip,grip;twist;press,False,1289,0.4,False,top500,False,1,135
ea_llm_self_adaptive_api_1335_run2_20260803_175422.json,1335,ed9b1f644daf437294c2edf13395d052,3,3bc15640b62d466d839331f658ec74cd,124,ml_mutation,wrong,2a4e40a3a70f603fb4eef53ec441b6c19c18f9a4ea5a366bcfbba2a13ecaaac6,4086,False,joint,joint;muscle;tendon,False,7958,0.3,False,top500,False,1,186
ea_llm_self_adaptive_api_1335_run2_20260803_175422.json,1335,ed9b1f644daf437294c2edf13395d052,3,3bc15640b62d466d839331f658ec74cd,124,ml_mutation,filler,18a958d107ac50e4735ed27fb13913d0507ca9e1de19f3d2279712a11b25d0d3,4138,False,tackle,tackle;kit;pack,False,7916,0.3,False,beyond,False,1,107
ea_llm_self_adaptive_api_1335_run2_20260803_175422.json,1335,ed9b1f644daf437294c2edf13395d052,3,3bc15640b62d466d839331f658ec74cd,124,ml_mutation,absent,a6ca041d174e59d43a3aadd44dbf79e3769bf2b4c66b9fe772f97f531a090f75,3873,False,gear,gear;kit;suite,False,77,0.3,False,top500,False,1,175
ea_llm_self_adaptive_api_1335_run2_20260803_175422.json,1335,a838ae5f2ab84c3093eded06bfef1dc1,4,07876c3917af4dd9a6aba721b116cd9e,36,m_mutation,genuine,d4c0215c4f93636de8f6bd5c01ff48012f5b25d7600fb44ee84b67ac3d0efb22,4529,False,assess,assess;audit;gauge,False,5117,0.6,False,top500,False,1,111
