trace_file,game_number,child_id,generation,parent_id,parent_rank,sampled_op,arm,prompt_sha256,prompt_chars,llm_parse_failed,proposed_word,proposed_words,proposed_word_invalid,realized_rank,predicted_closeness,predicted_closeness_clamped,predicted_bucket,self_report_parse_failed,basis_words_count,reason_chars
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,9db2320a822247fe9025a59d6b433a90,2,6d7c69cf62ef4203831d6a3479b32435,145,l_mutation,genuine,40fe63a8b5002473646b5e95aad87f7a351674e1702387e751b99a68a8145d4e,3889,False,terrain,terrain;climate;water,False,49776,0.3,False,top500,False,1,122
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,9db2320a822247fe9025a59d6b433a90,2,6d7c69cf62ef4203831d6a3479b32435,145,l_mutation,wrong,83c43b79f3f5ab320b65651c0ffb6af44dc0c143963336730dd4d3ab93e6daff,3890,False,weather,weather;climate;wind,False,34227,0.4,False,beyond,False,1,179
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,9db2320a822247fe9025a59d6b433a90,2,6d7c69cf62ef4203831d6a3479b32435,145,l_mutation,filler,b819d9fb7e670365ab56f79f3a8105b35174a2b209550ed3893469fdcee187c8,3895,False,habitat,habitat;ecosystem;landscape,False,69344,0.3,False,top500,False,1,204
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,9db2320a822247fe9025a59d6b433a90,2,6d7c69cf62ef4203831d6a3479b32435,145,l_mutation,absent,cdf33b1799892a410c72c3d18a98f96929b67197da0456b240a677ac6e0de32d,3667,False,moisture,moisture;temperature;light,False,21038,0.4,False,top500,False,1,157
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,416c1dad730e4f8697319924fceeb7da,3,d7ce9a1ec088430d844356ab22eab917,30,l_mutation,genuine,248e01601184524287911472c8f5dada820c3a2f5dbda228b870abd38bec7fd5,4144,False,weave,weave;spin;twist,False,25817,0.2,False,beyond,False,1,160
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,416c1dad730e4f8697319924fceeb7da,3,d7ce9a1ec088430d844356ab22eab917,30,l_mutation,wrong,64391f7bfa8e2535488e09d6ee00a4219203633ba4532102a1f1ab8676d9b47b,4148,False,press,press;flatten;squish,False,14732,0.3,False,beyond,False,1,174
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,416c1dad730e4f8697319924fceeb7da,3,d7ce9a1ec088430d844356ab22eab917,30,l_mutation,filler,050bf8e7ee47977d9f8d2beca99fc92e761e51323b313f3df76d9146cab2f641,4140,False,press,press;flatten;smear,False,14732,0.3,False,top500,False,1,188
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,416c1dad730e4f8697319924fceeb7da,3,d7ce9a1ec088430d844356ab22eab917,30,l_mutation,absent,ab23b9428fe70a7539771a97d9d39fb686e111431e41287e238420efe07a016f,3912,False,press,press;mold;forge,False,14732,0.3,False,top500,False,1,123
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,ada6c0d84bde4d6e8fa4408d2a233bb3,4,d7ce9a1ec088430d844356ab22eab917,30,l_mutation,genuine,cabbf54e57d767cecfcab3bf274a20ae4d46aeeb76765c0699ed4b0d8892973f,4582,False,break,break;merge;flatten,False,13381,0.35,False,top500,False,1,191
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,ada6c0d84bde4d6e8fa4408d2a233bb3,4,d7ce9a1ec088430d844356ab22eab917,30,l_mutation,wrong,fdc4fd22a93a15b078ee31c89c3f93ff4c01595fd91727b309a21314c3c84f50,4569,False,crush,crush;pound;form,False,460,0.5,False,top500,False,1,163
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,ada6c0d84bde4d6e8fa4408d2a233bb3,4,d7ce9a1ec088430d844356ab22eab917,30,l_mutation,filler,fff88ec0983fc2d919d93942a38ee2570b2d997201682aa9eef370e53c8d14f6,4578,False,transform,transform;refine;alter,False,13731,0.4,False,top500,False,1,123
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,ada6c0d84bde4d6e8fa4408d2a233bb3,4,d7ce9a1ec088430d844356ab22eab917,30,l_mutation,absent,54969232254ab8df757cc81110e8f985b63cc6bc89066355a7868314a2de8ef6,4350,False,react,react;transform;convert,False,58191,0.3,False,top500,False,1,120
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,ff0887c9fcc8421fbb5fce25ef67cf66,5,662ccb8964f7434485d6b1229be4a7c3,49,ml_mutation,genuine,1f2144ca67e0326ca179ada88e49cd6f120bc541edf97c0853f07b5e163f5e39,4719,False,scrape,scrape;file;buff,False,987,0.5,False,top500,False,1,182
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,ff0887c9fcc8421fbb5fce25ef67cf66,5,662ccb8964f7434485d6b1229be4a7c3,49,ml_mutation,wrong,8db54977fb6b0ef18585badaaec17894c5c747c5ae84ce81b14bf9c970a1b46e,4735,False,scrape,scrape;strip;remove,False,987,0.7,False,top100,False,1,123
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,ff0887c9fcc8421fbb5fce25ef67cf66,5,662ccb8964f7434485d6b1229be4a7c3,49,ml_mutation,filler,68cbcf6ec69580ef086af81bca0a058ae9cbd8dd359e4c7ead8de1e0f664e261,4734,False,mop,mop;sweep;clean,False,3832,0.2,False,beyond,False,1,123
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,ff0887c9fcc8421fbb5fce25ef67cf66,5,662ccb8964f7434485d6b1229be4a7c3,49,ml_mutation,absent,aa73b6e4e688cd89026008907089c14b772d36027f639d060152601e819f4b7b,4506,False,trim,trim;buff;file,False,589,0.6,False,top100,False,1,128
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,0fac85af4c8740588e2daa6881a1c0d0,6,662ccb8964f7434485d6b1229be4a7c3,49,ml_mutation,genuine,f15fe89767892f1e6c0530f6730f69d2e4171a5e446aa57e3a40c1a9f77f8d4e,5090,False,spatula,spatula;grater;tongs,False,7216,0.4,False,top500,False,1,128
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,0fac85af4c8740588e2daa6881a1c0d0,6,662ccb8964f7434485d6b1229be4a7c3,49,ml_mutation,wrong,d7cf2042f83d96750e727c14b2f6e47b6e6b9caaf25c68593da044bf021bb7a0,5106,False,scrape,scrape;remove;strip,False,987,0.3,False,top500,False,1,116
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,0fac85af4c8740588e2daa6881a1c0d0,6,662ccb8964f7434485d6b1229be4a7c3,49,ml_mutation,filler,5ce38f0870e19a00f0f50bf2e794ab4dc92c28167949232cd859fb6123bdba2a,5105,False,scrape,scrape;shave;strip,False,987,0.3,False,top500,False,1,152
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,0fac85af4c8740588e2daa6881a1c0d0,6,662ccb8964f7434485d6b1229be4a7c3,49,ml_mutation,absent,41f459d9488b88a2d874bf569992641d6a05dd5e688c3e45c85ef8e587312ef9,4877,False,scrape,scrape;file;buff,False,987,0.6,False,top100,False,1,159
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,f3bf09e39cfe41b688b24247d449033e,7,c3b3985c37484ae9b1af2f94d5b26b6b,16,ml_mutation,genuine,f9f66d9a945b2c49c6c9a7980639b51edc2a6cb0c4d2dcabb44c55bcb327f331,5625,False,sustain,sustain;support;harbor,False,61040,0.6,False,top500,False,1,153
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,f3bf09e39cfe41b688b24247d449033e,7,c3b3985c37484ae9b1af2f94d5b26b6b,16,ml_mutation,wrong,e7bb4987ac826c3439c0830289ff5ee80e5702ae40938275fe8f00c6579c3aa3,5620,False,care,care;tend;water,False,26634,0.6,False,top100,False,1,122
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,f3bf09e39cfe41b688b24247d449033e,7,c3b3985c37484ae9b1af2f94d5b26b6b,16,ml_mutation,filler,3d35d79b7fe5796b5eb821b9bee7fb365d9bc1ca9a6dbd70c0349a008c5d27d1,5612,False,shoot,shoot;stamen;petal,False,847,0.5,False,top500,False,1,157
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,f3bf09e39cfe41b688b24247d449033e,7,c3b3985c37484ae9b1af2f94d5b26b6b,16,ml_mutation,absent,e4ad5e069e70f1222b527dbb5753d4f12b446270d69e8cbe9001cfe9e07689ec,5384,False,shoot,shoot;root;seed,False,847,0.4,False,top500,False,1,202
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,c48ca40f3f3748aa87fec4cd338607bd,8,d7ce9a1ec088430d844356ab22eab917,30,m_mutation,genuine,3721d300bc2a0cbcb772ceb02b7a187ffff7ccbad41733996acc26ec60ab9a1b,5909,False,pound,pound;strike;form,False,1082,0.3,False,beyond,False,1,131
ea_llm_self_adaptive_api_1365_run1_20260724_172056.json,1365,c48ca40f3f3748aa87fec4cd338607bd,8,d7ce9a1ec088430d844356ab22eab917,30,m_mutation,wrong,db558c9dafafab7172d0dcaf5107fe7943cb46d62a6f4747cdea017dc9a76067,5912,False,press,press;squeeze;pulverize,False,14732,0.3,False,top500,False,1,131
