trace_file,game_number,child_id,generation,parent_id,parent_rank,sampled_op,arm,prompt_sha256,prompt_chars,llm_parse_failed,proposed_word,proposed_words,proposed_word_invalid,realized_rank,predicted_closeness,predicted_closeness_clamped,predicted_bucket,self_report_parse_failed,basis_words_count,reason_chars
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,e81b68ad24d84d2cbed765374cac16ff,2,84b7d101975a412ba3111e6fc60f2fd9,183,ml_mutation,genuine,ec0c1d419af7ccf8a8b820af09b9c2bc4422822290cf1d4a9df2db36a2fb6d5e,3685,False,beach,beach;island;mangrove,False,16,0.6,False,top500,False,1,194
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,e81b68ad24d84d2cbed765374cac16ff,2,84b7d101975a412ba3111e6fc60f2fd9,183,ml_mutation,wrong,81e161490ea0fa3c4571453eda4a021a8cb8cfcf4cd3fd342ed7f292eb52ff09,3633,False,dune,dune;spit;barrier,False,1443,0.4,False,top500,False,1,151
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,e81b68ad24d84d2cbed765374cac16ff,2,84b7d101975a412ba3111e6fc60f2fd9,183,ml_mutation,filler,00e736386b8894b69b7642300d1f36083b3e856e9c49627c28b386cdb565ee20,3662,False,beach,beach;mangrove;tidal,False,16,0.4,False,top500,False,1,157
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,e81b68ad24d84d2cbed765374cac16ff,2,84b7d101975a412ba3111e6fc60f2fd9,183,ml_mutation,absent,6b77bff2e20c73ca9f1387f69001d875c0331d43289dac07b1dacb49702b9766,3397,False,archipelago,archipelago;atoll;mangrove,False,1582,0.6,False,top500,False,1,175
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,c9c0ca8f367348cfaf2e22bf396d5527,3,4d7c63d7f6f04f8c9459a7db9715ea75,300,ml_mutation,genuine,0f5ecc37cfe25aa43e87b4fa5338f401b55997d862b7dad907233efe0e3d7274,4109,False,arid,arid;polar;alpine,False,29856,0.4,False,top500,False,1,199
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,c9c0ca8f367348cfaf2e22bf396d5527,3,4d7c63d7f6f04f8c9459a7db9715ea75,300,ml_mutation,wrong,3304ad69335fdcdcf58dc56ebfc1e56ed9ee60c5cbc3bbd526908b187a4438ab,4098,False,arctic,arctic;alpine;polar,False,34,0.4,False,top500,False,1,173
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,c9c0ca8f367348cfaf2e22bf396d5527,3,4d7c63d7f6f04f8c9459a7db9715ea75,300,ml_mutation,filler,0e7492846d968b20aa7da0999b68c870b4cc34d5d6a80c613da90d853f015744,4122,False,floe,floe;shelf;rime,False,120,0.4,False,top500,False,1,198
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,c9c0ca8f367348cfaf2e22bf396d5527,3,4d7c63d7f6f04f8c9459a7db9715ea75,300,ml_mutation,absent,1c963c6f45d82e92aef239f055b8813a26a517e62a185637be0c2953901165ff,3857,False,latitude,latitude;polar;arctic,False,7680,0.3,False,top500,False,1,214
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,8136019cc2774c8cb9f121707cd050e8,4,d1faccf882644fe78825998588c993c0,66,m_mutation,genuine,b585176f87eed0abd04cd865c54ba9361bb7e08acff3e19f42acdb1e5ad99f15,4583,False,horizon,horizon;sail;depth,False,36340,0.6,False,top500,False,1,170
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,8136019cc2774c8cb9f121707cd050e8,4,d1faccf882644fe78825998588c993c0,66,m_mutation,wrong,ce3dae7979d03815dddc00418437be0b448ffb5c94413322c2466f5af24dcd63,4529,False,sail,sail;voyage;nautical,False,6367,0.3,False,top500,False,1,135
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,8136019cc2774c8cb9f121707cd050e8,4,d1faccf882644fe78825998588c993c0,66,m_mutation,filler,f02bdd636098833cbd4571ac7d0e5f0c524347c28fb82b16ba48677d21f9783f,4579,False,myth,myth;legend;tale,False,14567,0.4,False,beyond,False,1,147
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,8136019cc2774c8cb9f121707cd050e8,4,d1faccf882644fe78825998588c993c0,66,m_mutation,absent,97fb4bdf06ca43543945a5ae2918fa32a5a683ca99e8b6f0930c008c0fab3d2f,4314,False,horizon,horizon;depth;port,False,36340,0.6,False,top500,False,1,170
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,d7ecd91e433d4fe6a803837baa39c76a,5,ce63492b5ec645aca7a8a78d44fe5684,23,ml_mutation,genuine,661211299694f34548829a745a588d95f3f728f21eb50625da13a18257022d17,4924,False,ice,ice;sheet;rift,False,305,0.3,False,top500,False,1,160
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,d7ecd91e433d4fe6a803837baa39c76a,5,ce63492b5ec645aca7a8a78d44fe5684,23,ml_mutation,wrong,75aa57c45088529e2d681db7b6116f2554505a18ea043baeddf2592c8033f3c0,4905,False,floe,floe;cay;islet,False,120,0.3,False,top500,False,1,154
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,d7ecd91e433d4fe6a803837baa39c76a,5,ce63492b5ec645aca7a8a78d44fe5684,23,ml_mutation,filler,e239eefbc9420a2f6ebd9b96cc875ba086d8f633ed7acc7528cd7a903426ba78,4935,False,shelf,shelf;trench;archipelago,False,10237,0.7,False,top100,False,1,154
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,d7ecd91e433d4fe6a803837baa39c76a,5,ce63492b5ec645aca7a8a78d44fe5684,23,ml_mutation,absent,e967663d0ff167faff5ffd9192add61f9ce0d00cd2a3681b48652cee54d2f4d2,4670,False,reef,reef;tide;island,False,183,0.5,False,top100,False,1,154
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,fdbf5747876344dcb75e3e659f6d9738,6,ce63492b5ec645aca7a8a78d44fe5684,23,l_mutation,genuine,67a82b5b50498f15b6da5619ddc0ef191d1ba10e11e0119db8303927af52af1e,5559,False,drift,drift;float;sail,False,1935,0.4,False,top500,False,1,166
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,fdbf5747876344dcb75e3e659f6d9738,6,ce63492b5ec645aca7a8a78d44fe5684,23,l_mutation,wrong,887dd813080802ca5955db0855b0e3c054cb50a3952ef4403114c2004e06eac4,5542,False,wave,wave;tide;shelf,False,1400,0.3,False,top500,False,1,170
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,fdbf5747876344dcb75e3e659f6d9738,6,ce63492b5ec645aca7a8a78d44fe5684,23,l_mutation,filler,d4ba131754703abadab5f613b84afb9156d841362ca358683e495b88c46c01be,5570,False,submerged,submerged;structure;natural,False,3086,0.3,False,top500,False,1,164
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,fdbf5747876344dcb75e3e659f6d9738,6,ce63492b5ec645aca7a8a78d44fe5684,23,l_mutation,absent,48b24553ff9bcb3f96fec4642831f9dd936538eca9b1127524d7cad2d7c1e67a,5305,False,landform,landform;feature;structure,False,1179,0.4,False,top500,False,1,115
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,e85a436a91b24c9aa52b19db60a1317d,7,4d7c63d7f6f04f8c9459a7db9715ea75,34,ml_mutation,genuine,099b5cfcc2e33842c67f4a449058ac6ac24743a2cfa28e3a3df31c4dfc32fe13,5719,False,chilly,chilly;snowy;harsh,False,11061,0.3,False,top100,False,1,139
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,e85a436a91b24c9aa52b19db60a1317d,7,4d7c63d7f6f04f8c9459a7db9715ea75,34,ml_mutation,wrong,49bd45c0d88d47fa225a3deafc840e9ec251ab0b12096a705ab9eb88a27f3f10,5693,False,pressure,pressure;density;salinity,False,20807,0.3,False,beyond,False,3,182
ea_llm_self_adaptive_api_1319_run1_20260722_201805.json,1319,e85a436a91b24c9aa52b19db60a1317d,7,4d7c63d7f6f04f8c9459a7db9715ea75,34,ml_mutation,filler,634b22ea1c70b271670083574e3b1a1173923fb3a3af334aff54843c75b7f5d6,5732,False,polar,polar;freezing;subzero,False,8,0.7,False,top100,False,1,154
