trace_file,game_number,child_id,generation,parent_id,parent_rank,sampled_op,arm,prompt_sha256,prompt_chars,llm_parse_failed,proposed_word,proposed_words,proposed_word_invalid,realized_rank,predicted_closeness,predicted_closeness_clamped,predicted_bucket,self_report_parse_failed,basis_words_count,reason_chars
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,72eacae4fc614f52bed0ae4f5032973e,2,63944195fae743948f2c10ae0bb1874d,10,l_mutation,genuine,eaf9399a3082e81efbd34627b584c5ea34958126501d2f2fb0cf8e6c41bed1ae,3747,False,survival,survival;resilience;adaptation,False,1128,0.3,False,top500,False,1,209
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,72eacae4fc614f52bed0ae4f5032973e,2,63944195fae743948f2c10ae0bb1874d,10,l_mutation,wrong,e33437042ecb304f92cf11bd4fb08e2150f792d0a0067105663474668267f671,3681,False,calm,calm;peace;serenity,False,1384,0.3,False,top500,False,1,124
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,72eacae4fc614f52bed0ae4f5032973e,2,63944195fae743948f2c10ae0bb1874d,10,l_mutation,filler,5af81f6ff182f190f26af99c7d5d2e9362b4ecb9006e69363551f9d9095333c5,3717,False,calm,calm;still;peace,False,1384,0.3,False,top500,False,1,147
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,72eacae4fc614f52bed0ae4f5032973e,2,63944195fae743948f2c10ae0bb1874d,10,l_mutation,absent,bf07d087f3bbe66ed00fe0b4548b40b1942e447b97b527f18e4057977ef9c530,3452,False,valley,valley;plateau;delta,False,2705,0.2,False,beyond,False,1,203
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,35c9311f781f4856ae738676479c8c60,3,35e0bbb0b64846679664e3e587cdea13,8,l_mutation,genuine,a94c46478774db6e72addb7f373a605f766b6f0eee711ead40a8d3f6d27ce131,4195,False,ecosystem,ecosystem;habitat;microclimate,False,6327,0.3,False,top500,False,1,188
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,35c9311f781f4856ae738676479c8c60,3,35e0bbb0b64846679664e3e587cdea13,8,l_mutation,wrong,9548baf10baeef2d972b6f4a834b53248d4a3e3fb24765a00fc43e265f9e66ff,4188,False,contamination,contamination;corrosion;erosion,False,795,0.3,False,top500,False,1,157
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,35c9311f781f4856ae738676479c8c60,3,35e0bbb0b64846679664e3e587cdea13,8,l_mutation,filler,86b4d1a5f85904a8fbb6521338183a581eb954b1d5e0f402f0e116bea421531c,4181,False,soil,soil;moisture;nutrient,False,1439,0.3,False,top500,False,1,189
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,35c9311f781f4856ae738676479c8c60,3,35e0bbb0b64846679664e3e587cdea13,8,l_mutation,absent,b2d23bf6e2fefce0ba20f133851a89863d62d244d608d393794ce9f11c02c950,3953,False,contamination,contamination;moisture;air,False,795,0.35,False,top500,False,1,173
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,f38d640eb6e14e048b8766e49da18305,4,63944195fae743948f2c10ae0bb1874d,10,l_mutation,genuine,16f3683c46da3a62038b95863b88fc17b8915a0e100972fc5a89acf850d0713a,4711,False,solid,solid;liquid;gas,False,1653,0.3,False,top500,False,1,220
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,f38d640eb6e14e048b8766e49da18305,4,63944195fae743948f2c10ae0bb1874d,10,l_mutation,wrong,a5b69252a8cd572f6d2e92c79d959e11adf629b962702550c3e9b2fa61a55f26,4627,False,loneliness,loneliness;solitude;isolation,False,3256,0.15,False,beyond,False,1,184
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,f38d640eb6e14e048b8766e49da18305,4,63944195fae743948f2c10ae0bb1874d,10,l_mutation,filler,7eee1f27e228a8464fb401f647e81fadc92e27365415b44ba301668e1c277ad6,4681,False,emotion,emotion;mood;feeling,False,1733,0.2,False,beyond,False,1,179
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,f38d640eb6e14e048b8766e49da18305,4,63944195fae743948f2c10ae0bb1874d,10,l_mutation,absent,315a454b3bd44e6052423d49c6edc0457ecf36a3fad0cdb1b82c857acb8cda21,4416,False,fog,fog;dew;mist,False,815,0.3,False,top500,False,1,162
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,6f638e7180d947258db28caaeb891968,2,8aef959ce40a403f8eff23dec59c95d4,243,l_mutation,genuine,dd78921753ed9a7f422f4383934d1ec5d4b09374b84dc1256f80a6cb7e1467db,3926,False,existence,existence;essence;being,False,1955,0.2,False,beyond,False,1,245
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,6f638e7180d947258db28caaeb891968,2,8aef959ce40a403f8eff23dec59c95d4,243,l_mutation,wrong,6a81524bc8056efa86de21cc62bd867261e3888c1dc70036373beb4eef7bd0b8,3887,False,entity,entity;case;type,False,10218,0.3,False,beyond,False,1,134
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,6f638e7180d947258db28caaeb891968,2,8aef959ce40a403f8eff23dec59c95d4,243,l_mutation,filler,95065233debece8892ccaf264625cc0555e5587b0ce50b181c55ecc75b04aedc,3918,False,location,location;position;area,False,3589,0.4,False,top500,False,1,130
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,6f638e7180d947258db28caaeb891968,2,8aef959ce40a403f8eff23dec59c95d4,243,l_mutation,absent,23661c0cac5d8bd79ed4a394eadb3a03007241eb8e13cee09770d3d88d3e9c6c,3653,False,idea,idea;principle;notion,False,840,0.4,False,top500,False,1,172
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,0751a115cfb24b3d924ea614bde4f7fc,3,63944195fae743948f2c10ae0bb1874d,10,s_mutation,genuine,29c7530014b258819e0e115a37a997a6ff425c2f8b255b70282e02641ce401b8,4045,False,chilly,chilly;frost;frigid,False,1064,0.8,False,top100,False,1,106
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,0751a115cfb24b3d924ea614bde4f7fc,3,63944195fae743948f2c10ae0bb1874d,10,s_mutation,wrong,3a5ab8ef6b16138d6ce40d727ae7612cd6019dc5b1c2f1a28a2afe6d713e2ac4,3977,False,frigid,frigid;frosty;icy,False,2111,0.7,False,top100,False,1,117
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,0751a115cfb24b3d924ea614bde4f7fc,3,63944195fae743948f2c10ae0bb1874d,10,s_mutation,filler,94d729cd9796cdb5aac7016369eecb714ca1434f93548e38449dfd16c9a65f77,4015,False,frigid,frigid;icy;frosty,False,2111,0.8,False,top100,False,1,111
ea_llm_self_adaptive_api_1303_run1_20260721_233700.json,1303,0751a115cfb24b3d924ea614bde4f7fc,3,63944195fae743948f2c10ae0bb1874d,10,s_mutation,absent,5aa5d9e3b82cb8b7b35f50b174c680650f085b0db9a957007a05850eae539eb1,3750,False,chilly,chilly;frosty;icy,False,1064,0.7,False,top100,False,1,142
