trace_file,game_number,child_id,generation,parent_id,parent_rank,sampled_op,arm,prompt_sha256,prompt_chars,llm_parse_failed,proposed_word,proposed_words,proposed_word_invalid,realized_rank,predicted_closeness,predicted_closeness_clamped,predicted_bucket,self_report_parse_failed,basis_words_count,reason_chars
ea_llm_self_adaptive_api_1372_run1_20260722_173926.json,1372,0dc4cbd319f94c37b83c34333cb41d8e,2,3eed6bbf7e48430c9d1adc1c97757523,108,ml_mutation,genuine,ec225b06f1632d24a1a55356c59407970b28b3b1b08e7a8348a5bb05d6e08fcf,3624,False,gait,gait;stride;locomotion,False,457,0.3,False,top500,False,1,120
ea_llm_self_adaptive_api_1372_run1_20260722_173926.json,1372,0dc4cbd319f94c37b83c34333cb41d8e,2,3eed6bbf7e48430c9d1adc1c97757523,108,ml_mutation,wrong,4bb987db9ae6ddabaa695b4f6c7208c31a7e1ca5c46de30e3a4d2f51902dcde1,3631,False,gait,gait;manner;style,False,457,0.4,False,top500,False,1,169
ea_llm_self_adaptive_api_1372_run1_20260722_173926.json,1372,0dc4cbd319f94c37b83c34333cb41d8e,2,3eed6bbf7e48430c9d1adc1c97757523,108,ml_mutation,filler,44f0fe53edd5fe046643bc30af855000361ddf899af450f40e2fd894532fb12e,3608,False,gait,gait;stride;stance,False,457,0.4,False,top500,False,1,127
ea_llm_self_adaptive_api_1372_run1_20260722_173926.json,1372,0dc4cbd319f94c37b83c34333cb41d8e,2,3eed6bbf7e48430c9d1adc1c97757523,108,ml_mutation,absent,19d672e7bb0d30948c2cef9a543a9f09f4e38aae358b970191f3944e4e436181,3418,False,shift,shift;drift;step,False,428,0.6,False,top500,False,2,162
ea_llm_self_adaptive_api_1372_run1_20260722_173926.json,1372,e580cec7e9a341628394b718e796d058,2,7f66418b21d643d4ab343c2ae7b0e06f,335,l_mutation,genuine,3b3fcdbcfa51d2faa6cac5feb384313c87a17ccde46f4cbb3b8d9b0531dcc865,3982,False,soft,soft;subtle;hazy,False,497,0.3,False,top500,False,1,150
ea_llm_self_adaptive_api_1372_run1_20260722_173926.json,1372,e580cec7e9a341628394b718e796d058,2,7f66418b21d643d4ab343c2ae7b0e06f,335,l_mutation,wrong,268a41c65c6da8ecea4852e4b171688edeb928acfb7c4888ae09892f54253128,3969,False,damp,damp;still;misty,False,7605,0.4,False,top500,False,1,198
ea_llm_self_adaptive_api_1372_run1_20260722_173926.json,1372,e580cec7e9a341628394b718e796d058,2,7f66418b21d643d4ab343c2ae7b0e06f,335,l_mutation,filler,ff6fec3d26d55bfd3336d0ed6a396990fff3c1a425269205695394855cfee5f6,3968,False,foggy,foggy;hazy;dim,False,11346,0.3,False,top500,False,1,181
ea_llm_self_adaptive_api_1372_run1_20260722_173926.json,1372,e580cec7e9a341628394b718e796d058,2,7f66418b21d643d4ab343c2ae7b0e06f,335,l_mutation,absent,d8aa79f23a8201f301f836b1259cce6e7b2608594e201a4cbcb81fa6608c8c23,3740,False,fleeting,fleeting;transient;lingering,False,6610,0.4,False,top500,False,1,149
ea_llm_self_adaptive_api_1372_run1_20260722_173926.json,1372,bf27cfee737e4e7ea1ffa108fbd921ef,3,3eed6bbf7e48430c9d1adc1c97757523,108,l_mutation,genuine,434cd5ff245dfd903b15cbf128b373210469d63dd7b9ff7f0c765b8f728a6d87,4226,False,pulse,pulse;rhythm;wave,False,231,0.3,False,beyond,False,1,177
ea_llm_self_adaptive_api_1372_run1_20260722_173926.json,1372,bf27cfee737e4e7ea1ffa108fbd921ef,3,3eed6bbf7e48430c9d1adc1c97757523,108,l_mutation,wrong,e76ec8b63d5263c8256d9ee63cca7799689656a54912c8d4225c553fa6f0e54b,4256,False,position,position;alignment;orientation,False,1146,0.3,False,top500,False,1,175
ea_llm_self_adaptive_api_1372_run1_20260722_173926.json,1372,bf27cfee737e4e7ea1ffa108fbd921ef,3,3eed6bbf7e48430c9d1adc1c97757523,108,l_mutation,filler,d958c68ac1b78a566192b6045ebb2f0c9156cb12531921faa4d73e6ce272f8e8,4210,False,orientation,orientation;layout;configuration,False,5985,0.3,False,top500,False,1,184
ea_llm_self_adaptive_api_1372_run1_20260722_173926.json,1372,bf27cfee737e4e7ea1ffa108fbd921ef,3,3eed6bbf7e48430c9d1adc1c97757523,108,l_mutation,absent,318ff33ba70bb1b36dffb980127729f69c19dd82db38f592a31dd5305eba8b5c,4020,False,rhythm,rhythm;sequence;pattern,False,1,0.4,False,top500,False,1,161
ea_llm_self_adaptive_api_1372_run1_20260722_173926.json,1372,f4338b851f974fd3862a38ac7dd9740d,3,0dc4cbd319f94c37b83c34333cb41d8e,183,ml_mutation,genuine,9bdc7ed4ad92af41211815badb97cf645c830d989fda42bab1fc7f2498b376c9,4147,False,pace,pace;speed;step,False,37,0.4,False,top500,False,1,151
